Title,Uploader,Views,Likes,Comments,Upload Date,Duration (Seconds),Duration (Minutes),Tags,URL
Clash of Clans 360: Experience a Virtual Reality Raid,Clash of Clans,104214132,1300574,40000,07-12-2015,83,1.38,"Raid, hog, rider, dragon, barbarian, archer, tower, clash, clans, Clash Of Clans, Virtual, Reality, Supercell, iOS, Android, Free, Game, Games, Village, Wizard, Download",https://www.youtube.com/watch?v=wczdECcwRw0
Augmented Reality (AR) and Virtual Reality (VR) Explained |,Cdr Sh Pallikkal,220007,4651,90,09-09-2020,357,5.95,"Augmented Reality, Virtual Reality, ARvsVR, AR and VR applications",https://www.youtube.com/watch?v=h3rKvsFTfPA
Virtual Reality Battle | Dude Perfect,Dude Perfect,52075594,524530,17000,06-03-2017,397,6.62,"Dude Perfect, dudeperfect, dude perfect, basketball, basketball trick shots, trick shots, trick shot, trickshot, epic, amazing, cool, crazy, funny, panda, dude perfect panda, iphone game, dude perfect game, virtual reality, mixed reality, virtual reality dude perfect, dude perfect battle, dude perfect video game battle, dude perfect video game, virtual archery, virtual space pirates, virtual bow and arrow, virtual ice fishing, virtual game, virtual finale",https://www.youtube.com/watch?v=evXDnRpgolc
What is Cloud Security?,IBM Technology,297803,4543,116,27-09-2019,617,10.28,"cloud computing security, cloud data security, cloud encryption, key management, encryption, devops, cloud-native, cloud migration, IaaS, PaaS, DBaaS, OSaaS, SecDevOps, data at rest, data in motion, Cloud Security Risk, CSaaS, ibm cloud security, ibm cloud, Cloud Security",https://www.youtube.com/watch?v=jI8IKpjiCSM
What Is Cloud Security? | Cloud Security Fundamentals | Cloud Computing Tutorial | Simplilearn,Simplilearn,7566,153,1,16-07-2024,599,9.98,"what is cloud security, cloud security fundamentals, cloud computing tutorial, cloud security, cloud security tools, what is cloud security in cloud computing, cloud security explained, cloud security course, cloud security engineer, cloud security architecture, cloud security challenges in cloud computing, cloud security in cyber security, cloud security roadmap, Key Aspects of Cloud Security, Cloud Security Threats, cloud computing course, simplilearn",https://www.youtube.com/watch?v=Qt9lhzFhW_c
13 Cyber Security Projects to get you HIRED (Updated 2025),UnixGuy | Cyber Security,14112,1179,161,03-03-2025,1252,20.87,"Cyber Secuity, Cyber, CyberSecurity, Information Security, cyber security career, interview, penetration testing, GRC, information security analyst",https://www.youtube.com/watch?v=CWtLdR2SxNY
FASTEST Way to Learn Cloud Security and ACTUALLY Get a Job (2025),UnixGuy | Cyber Security,40049,2020,348,27-12-2024,2069,34.48,"Cyber Secuity, Cyber, CyberSecurity, Information Security, cyber security career, interview, penetration testing, GRC, information security analyst",https://www.youtube.com/watch?v=r86YCwX_iU4
Cloud Security Tutorial For Beginners | What is Cloud Security?,Tech With Soleyman,25196,589,17,09-05-2024,965,16.08,"cloud security, what is cloud computing, cloud computing explained, what is cloud computing for beginners, what is cloud security, cloud computing, cloud security fundamentals, cloud security tutorial, cloud security architecture, what is cloud computing and how it works, cloud computing explained in simple terms, cloud security training, cloud computing security, cloud security challenges, aws cloud security, cloud security podcast",https://www.youtube.com/watch?v=sF014G2BUXM
Cloud Security Tutorial | Cloud Security Fundamentals | What is Cloud Security | Edureka,edureka!,177850,1585,30,07-04-2017,1565,26.08,"yt:cc=on, cloud security, cloud security tutorial, cloud computing security, cloud security fundamentals, cloud security architecture, cloud security training, cloud security challenges, cloud security project, cloud based security, aws cloud security, aws security, aws tutorial, aws training, aws certification, aws edureka, edureka, what is cloud security, cloud security certification",https://www.youtube.com/watch?v=0lw4KU5wHsk
Cloud Security Interview Questions and Answers | Scenario based Cloud Security Interview Questions,CyberPlatter,14900,361,7,24-06-2024,2830,47.17,"Cloud, Cloud Computing, Cloud security, Cloud engineer, Cloud security interview, cloud security interview questions, cloud security interview questions explained, cloud analyst, scenario based cloud questions, cloud questions, cloud interview, cloud interview questions, cloud interview questions and answers, scenario based cloud interview, scenario based interview, Cloud engineer interview, cloud engineer interview questions, cloud computing interview, CyberPlatter",https://www.youtube.com/watch?v=JsKqexbMJs8
Cloud Security Risks: Exploring the latest Threat Landscape Report,IBM Technology,45163,1344,57,01-10-2024,692,11.53,"IBM, IBM Cloud, cloud security, threat landscape, cross-site scripting, stolen credentials, phishing, business email compromise, multifactor authentication, pass keys, user training, cloud computing, vulnerability management, threat intelligence, dark web, cybersecurity, cloud threat, cloud risk, cloud breach, cloud protection, cloud security measures, security recommendations",https://www.youtube.com/watch?v=VK0GyUSDwQY
AWS re:Inforce 2019: The Fundamentals of AWS Cloud Security (FND209-R),Amazon Web Services,163643,2643,72,26-06-2019,2884,48.07,"AWS, Amazon Web Services, Cloud, cloud computing, AWS Cloud, AWS re:Inforce, AWS re:Inforce 2019, security, identity, compliance, cloud security, AWS security, cloud security community, learning conference, Detective Controls, Infrastructure Security, Data Protection, Incident Response, Governance, Risk, Compliance, security best practices, The Foundation, AWS re:Inforce 2019 Sessions, Session, FND209-R, Becky Weiss, 200 - Intermediate",https://www.youtube.com/watch?v=-ObImxw1PmI
Availity Modernizes Healthcare Technology through Collaboration with AWS | Amazon Web Services,Amazon Web Services,223,8,0,03-03-2025,165,2.75,"AWS, Amazon Web Services, Cloud, AWS Cloud, Cloud Computing, Amazon AWS, Migration, Modernization, Healthcare, Generative AI, Amazon Q, Amazon Q Business, Amazon Q Developer, AWS Training and Certification, AWS Professional Services, Availity",https://www.youtube.com/watch?v=IGfITij1GVY
The Cycle of Cyber Threat Intelligence,SANS Digital Forensics and Incident Response,121621,2037,29,03-09-2019,3627,60.45,"digital forensics, incident response, threat hunting, cyber threat intelligence, dfir training, dfir, learn digital forensics, learn computer forensics, forensic data, forensics artifacts, free digital forensics, free computer forensics, cti, FOR578",https://www.youtube.com/watch?v=J7e74QLVxCk
How to become a Cyber Threat Intel analyst,Cyber Intel with Gary Ruddell,12749,533,34,07-03-2024,151,2.52,"cyber, hacking, learning, osint, cti, cyber threat intel, crowdstrike, google tag, unit42",https://www.youtube.com/watch?v=3KFHOamRl-s
Creating a Threat Intelligence Program from Scratch Part 1,Prabh Nair,13094,275,14,22-08-2023,1814,30.23,"cybersecurity, threat intelligence, cyber threat intelligence, threat intelligence analyst, cyber threat intelligence explained, explainable threat intelligence, threat intelligence platform, threat intelligence job, what is cyber threat intelligence, threat intelligence sharing, threat hunting, threat intelligence tools, cyber threat hunting, threat intelligence feed, threat intelligence interview questions, threat hunting & threat intelligence, threat hunting techniques",https://www.youtube.com/watch?v=p7by_uWzdEg
What is Cyber Threat Intelligence,Relative Security,4788,63,3,06-09-2022,729,12.15,,https://www.youtube.com/watch?v=SNN0dAcfBAU
Introduction to Cyber Threat Intelligence | TryHackMe,Motasem Hamdan | Cyber Security & Tech,13467,234,10,16-10-2022,1594,26.57,,https://www.youtube.com/watch?v=OZ80zXwTh0g
What Is Cyber Threat Intelligence? || क्या है साइबर खतरे की खुफिया जानकारी?,Masters in ethical hacking 2.0,11608,349,38,03-02-2021,574,9.57,"masters in ethical hacking 2.0, masters in ethical hacking, am pachouri, What Is Cyber Threat Intelligence?, what is cyber threats, what is cyber threat intelligence, cybersecurity threat hunting, how to secure an organization, role of cyber security experts in an organization",https://www.youtube.com/watch?v=Z2ll8mg1mCY
What Is Cyber Threat Intelligence and How To Stand Out As Threat Intelligence Analyst,Hacker Valley Media,17998,263,15,04-04-2023,1758,29.3,,https://www.youtube.com/watch?v=eme2jfTeoVo
Cyber Threat Intelligence 101 - Types of Threat Intelligence 🌐🔍,Blue Team Resources,2158,40,2,01-09-2023,430,7.17,"Cybersecurity, Cyber threat intelligence, Cyber security, Threat intelligence, Information security, Cyber, Threat intel, Cybersecurity for beginners, Hacking, Security, Cyber threat intelligence analyst, Cyber threat hunting, Infosec, Threat hunting, Cyber threat intelligence explained, Information security analyst, Strategic threat intelligence, Tactical threat intelligence, Operational threat intelligence, Technical threat intelligence",https://www.youtube.com/watch?v=sSQ0vtoZspo
Unified security: Intune + Microsoft Defender for Endpoint – Microsoft Technical Takeoff,Windows IT Pro,648,11,0,04-03-2025,1798,29.97,,https://www.youtube.com/watch?v=FKWYvjkatho
Threat Intelligence Made Easy - SOC Experts,SOC Experts,55947,1649,102,26-04-2021,708,11.8,"SOC, SOC Experts, SOC Analyst, training, SOC Analyst Training, soc jobs, cybersecurity, cybersecurity jobs, cybersecurity interview questions, fresher job interview, fresher cybersecurity job interview, best way to give introduction, first job in cybersecurity, Cybersecurity for non- technical, information security for non-technical, how to get first cybersecurity job, how to get soc analyst job, cybersecurity job, security analyst job, Anand guru",https://www.youtube.com/watch?v=gt_qBvccvqE
But what is a neural network? | Deep learning chapter 1,3Blue1Brown,18756149,457380,7800,05-10-2017,1121,18.68,,https://www.youtube.com/watch?v=aircAruvnKk
Neural Networks Explained in 5 minutes,IBM Technology,348032,7546,115,24-05-2022,271,4.52,,https://www.youtube.com/watch?v=jmmW0F0biz0
Neural Network In 5 Minutes | What Is A Neural Network? | How Neural Networks Work | Simplilearn,Simplilearn,1544791,30836,1300,19-06-2019,345,5.75,"neural network, what is neural network, what is neural network in artificial intelligence, what is neural network in ai, how neural networks work, how deep neural networks work, introduction to neural networks, introduction to neural network in artificial intelligence, neural network tutorial, deep learning and neural networks, neural network explained, neural network explained easily, neural network in 5 minutes, deep learning, simplilearn deep learning, simplilearn",https://www.youtube.com/watch?v=bfmFfD2RIcg
Lecture 11 - Introduction to Neural Networks | Stanford CS229: Machine Learning (Autumn 2018),Stanford Online,192501,2381,65,17-04-2020,4814,80.23,"Stanford, Stanford Online, CS229, AI",https://www.youtube.com/watch?v=MfIjxPh6Pys
The Essential Main Ideas of Neural Networks,StatQuest with Josh Starmer,1064739,28742,2100,31-08-2020,1134,18.9,"Josh Starmer, StatQuest, Machine Learning, Statistics, Data Science, Neural Networks, Deep Learning",https://www.youtube.com/watch?v=CqOfi41LfDw
Introduction to Neural Networks with Example in HINDI | Artificial Intelligence,Gate Smashers,1185908,21096,682,11-05-2019,680,11.33,"neural networks, artificial neural networks, neural networks in ai, neural networks in artificial intelligence, nta net 2022, artificial intelligence course, gate 2022, neural networks and deep learning, 5-minutes engineering, 5-minutes, artificial intelligence, software modeling and designing, Software engineering and project planning, data mining and warehouse, high performance computing, parallel computing, Software programming SPOS, design and analysis of algorithm",https://www.youtube.com/watch?v=EYeF2e2IKEo
The spelled-out intro to neural networks and backpropagation: building micrograd,Andrej Karpathy,2305130,50885,2000,16-08-2022,8752,145.87,"neural, network, backpropagation, lecture",https://www.youtube.com/watch?v=VMj-3S1tku0
"Neural Network Simply Explained | Deep Learning Tutorial 4 (Tensorflow2.0, Keras & Python)",codebasics,488624,17638,1100,14-07-2020,660,11,"how neural network works, neural network tutorial, neural network, neural network tutorial for beginners, what are neural networks, neural network explained, what is a neural network, deep learning neueal network, simple explanation of neural network, artificial neural network, what is neural network, introduction to neural networks, neural network simply explained, neural network simple example, neural network simplified",https://www.youtube.com/watch?v=ER2It2mIagI
"Speedrun on neural networks, let’s go! #interesting #students #ai #neuralnetworks #techtips",NeuroHacks,417,8,0,02-03-2025,14,0.23,,https://www.youtube.com/watch?v=OMoMEPZOFag
Explained In A Minute: Neural Networks,Samuel Arzt,511093,9591,167,02-09-2017,64,1.07,"Neural Networks, Deep Learning, Machine Learning, Artificial Neural Networks, Tutorial, Explanation, ANN, NN, Explained In A Minute, Neural Network, 1 Minute, 60 Seconds",https://www.youtube.com/watch?v=rEDzUT3ymw4
Introduction to Game Playing in Artificial Intelligence | Learn Game Playing Algorithms with Example,Gate Smashers,644524,10230,166,13-04-2019,427,7.12,"ai, AI, game playing in ai, game playing in AI, minimax algo in ai, alpha beta pruning in ai, learn ai, easy learn ai, artificial intelligence, game playing in artificial intelligence, minimax algo in AI, examples of game playing algos, Game playing, Alpha beta pruning, Alpha beta cutoff, Minimax search tree, Game, Playing, game playing in artificial intelligence in english, Game Playing in Artificial Intelligence, Artificial Intelligence, Game Tree, Game Playing in AI",https://www.youtube.com/watch?v=FFzdXJ49KAI
NEW AI Creates Whole Games (No Coding Needed),AI Samson,14951,632,119,01-03-2025,1772,29.53,"ai, samson vowles",https://www.youtube.com/watch?v=pM6UCfutpLg
How AI is Actually Used in the Video Games Industry | AI 101,AI and Games,26921,1244,42,28-02-2024,1147,19.12,"ai and games, artificial intelligence, video games, artificial intelligence in games, game AI, game development, ai games, gamedev AI, best AI in games, ai and games plus, gamedev, indiedev, procgen, gaming, how ai works in games, ai in the games industry, how ai is used in game development, ai tools for games, ai tools for game development, artificial intelligence explained, ai techniques in artificial intelligence, game playing in artificial intelligence",https://www.youtube.com/watch?v=j3LW5no-5Ao
How AI is Transforming Gaming (2025 Trends),FNMonsters,5887,196,6,11-01-2025,812,13.53,"ai created games, ai design, ai driven games, ai game development, ai game innovation, ai games, ai gaming revolution, ai generated gameplay, ai generated games, ai multiplayer, ai powered games, ai reimagined gameplay, ai reimagined games, ai technology, ai video games, cutting edge games, game innovation, gta san ai, innovative gaming, intelligent gaming, ml powered games, next gen gaming, revolutionary ai, revolutionary games, runway ai games, smart games",https://www.youtube.com/watch?v=fqZkmTqXcTY
Microsoft's New Game AI: How Is This Good?,Two Minute Papers,41527,1835,164,03-03-2025,390,6.5,ai,https://www.youtube.com/watch?v=dapcphnRROM
The Rise of AI Gaming,AI Justin,37001,14020,247,21-07-2024,611,10.18,,https://www.youtube.com/watch?v=HkTVwxmZt1w
How AI is TAKING OVER Gaming in 2024!,Simple Tech Studio,21566,702,28,03-05-2024,479,7.98,"AI revolution, AI, game development, augmented reality, machine learning, automation, future, computer science, artificial intelligence, gaming industry, gaming, innovation, video games, technology, AI technology, virtual reality, gaming trends, gaming AI, gaming technology, gaming news, Gaming Innovation, Gaming Industry, Video Games, Gaming Trends, Gaming Future, Gaming AI, Gaming Technology, ai games, ai gaming, ai games 2024, ai games changer, ai change games",https://www.youtube.com/watch?v=mu3gjDgY400
Why is It Difficult to Make Good AI for Games? | AI 101,AI and Games,76134,3583,311,24-01-2024,899,14.98,"ai and games, artificial intelligence, video games, artificial intelligence in games, game AI, game development, ai games, gamedev AI, best AI in games, ai and games plus, gamedev, indiedev, procgen, gaming, artificial intelligence explained",https://www.youtube.com/watch?v=qCkqpRnk1oU
MINIATURE FACTORY / KEYBOARD　#AI #MINIATUREFACTORY #cute #klingai #ai #miniature,TOKKURI-SAN│とっくりさん　【AI-VIDEO】,551,17,0,03-03-2025,31,0.52,,https://www.youtube.com/watch?v=Ep6aV284ykc
This next-gen technology will change games forever...,Bluedrake42,386353,15814,2000,11-11-2024,1003,16.72,,https://www.youtube.com/watch?v=lmVdfI9JXwU
Scientists Finally Reveal We Are Already Living In SIMULATION,GetsetflySCIENCE by Gaurav Thakur,1602404,71410,3100,26-04-2023,783,13.05,"simulation theory, simulation, simulation hypothesis, simulation theory elon musk, are we living in a simulation, Do we live in a simulation hindi, The evidence we are living in a Simulation is everywhere, Are we living in simulation?, We live in simulation, Double slit experiment, Are We In A Simulation? - Elon Musk, universe as simulation, animation, illusion, elon musk, simulation theory documentary, simulated universe, zohreh davoudi simulation, Physics, human, Evloution",https://www.youtube.com/watch?v=rc1NkRJgPbU
We Live in a Simulation. The evidence is everywhere. All you have to do is look.,The Why Files,15122970,488451,50000,07-06-2022,1374,22.9,"are we living in a simulation, elon musk, documentary, short film, simulation theory, simulation argument, digital world, future science, future technology, glitches in real life, glitches, glitch in real life, glitches in the matrix, real life glitches, the matrix, matrix, glitch in the matrix, mandela effect, berenstain bears, simulation theory documentary, simulation theory elon musk, mandela effects",https://www.youtube.com/watch?v=4wMhXxZ1zNM
Computer Simulation,Inner State - Topic,2920,57,0,19-06-2019,419,6.98,"Inner, State, Computer, Simulation",https://www.youtube.com/watch?v=Gkx_15qn1W8
Inner State - Computer Simulation,Psychedelic Universe,23351,531,14,14-08-2019,419,6.98,"psytrance, progressive trance, progressive psytrance, psychedelic trance, psytrance 2019, astrix, vini vici, Inner State - Computer Simulation",https://www.youtube.com/watch?v=Ol1xB9TvYR4
What If We’re Living in a Computer Simulation?,What If,624135,17951,1900,09-03-2019,216,3.6,"what if, what happens if, simulation, best simulations, life in a simulation, how to do a simulation, computer simulation, digital simulation, future of humanity, do we live in a simulation second thought, computer simulation of the universe, elon musk simulated reality, elon musk simulation theory, is the matrix real, simulated reality glitches, Elon Musk, Simulation hypothesis, simulated reality, Nick Bostrom, Anthropic principle",https://www.youtube.com/watch?v=v3uXy1hGVAo
What is Computer Simulation? Simple Explanation for Non-Engineers,Cyprien Rusu,11006,272,19,21-01-2022,555,9.25,"cyprien, rusu, Computer, Simulation, explanation, simple, engineer, feaforall, CAE, FEA",https://www.youtube.com/watch?v=fXrBxZrgKe4
Neil deGrasse Tyson Explains the Simulation Hypothesis,StarTalk,2476112,75636,10000,18-03-2020,473,7.88,"startalk, star talk, neil degrasse tyson, neil tyson, nielsen degrasse tyson, space, physics, sciene, astronomy, simulation theory, hypothesis, are we living in a simulation, space podcast, science podcast, astronomy podcast, explainer, education, neil degrasse tyson explains, simulation theory 2019, simulation, simulation hypothesis, startalk radio, star talk neil degrasse tyson bill nye, star talk live, neil tyson degrasse, neil, degrasse, tyson, virtual reality, simulated universe",https://www.youtube.com/watch?v=pmcrG7ZZKUc
The Simulation Hypothesis is Pseudoscience,Sabine Hossenfelder,476201,27318,8500,13-02-2021,605,10.08,"science, pseudoscience, simulation hypothesis, do we live in a computer simulation, is the simulation hypothesis science, nick bostrom, is the world a simulation, do we live in a simulation, are the laws of nature simulated, can consciousness be simulated, hossenfelder, science without the gobbledygook, physics, philosophy",https://www.youtube.com/watch?v=HCSqogSPU_Q
computer flowchart working model with led lights - computer project - diy | howtofunda,howtofunda,476,8,0,03-03-2025,324,5.4,"how to funda, howtofunda, science model, science fair model, science exhibition model, diy craft, science project, flow chart working model, flow chart model computer science, flowchart computer science, flow chart model making, led lights flowchart model",https://www.youtube.com/watch?v=fFVneEMdSTo
ऐसे पता चलेगा की ये दुनिया एक Simulation है Experiments that May Prove that We live in a Simulation,अंतरिक्ष TV,288658,12823,1100,21-04-2023,796,13.27,"antariksh tv, antariksh, science, wigyan, space videos, knowledge, antriksh tv, Simulation, universe is simulation, simulation hypothesis, eagle hypothesis, slit experiment, brahmand sach nhi hai, ye brahmand asal me ek bhram hai, experiments jo btate hai ki ye duniye ek simulation hai, deja vu",https://www.youtube.com/watch?v=Vfs3khEOKLA
"How Does Speech Recognition Work? Learn about Speech to Text, Voice Recognition and Speech Synthesis",Acadaimy,100287,2262,203,22-08-2020,384,6.4,"artificial intelligence full course, artificial intelligence and machine learning, artificial intelligence tutorial, what is artificial intelligence, artificial intelligence course, introduction to artificial intelligence, what is ai, artificial intelligence, machine learning, artificial intelligence for beginners, artificial intelligence tutorial free, speech recognition, voice recognition, speech to text, speech synthesis, alexa speech synthesis, siri speech recognition",https://www.youtube.com/watch?v=6altVgTOf9s
Automatic Speech Recognition - An Overview,Microsoft Research,141376,2516,97,11-09-2017,5080,84.67,microsoft research,https://www.youtube.com/watch?v=q67z7PTGRi8
Python Speech Recognition Tutorial – Full Course for Beginners,freeCodeCamp.org,267874,7107,180,08-06-2022,7180,119.67,,https://www.youtube.com/watch?v=mYUyaKmvu6Y
What is Speech Recognition?,Deepgram,25551,255,5,30-07-2021,138,2.3,"Speech Recognition, ASR, speech to text, transcription, STT, NLP",https://www.youtube.com/watch?v=uSNUmJffK4c
Speech recognition। How to disable speech recognition in windows 10। windows speech recognition OFF,Technical Support Arman,90787,1049,178,03-01-2022,106,1.77,"speech recognition, windows speech recognition, how to disable speech recognition, how to disable speech recognition feature in windows 10, disable speech recognition feature in windows 10, disable speech recognition from startup, how to disable speech recognition in windows 7, disable speech recognition, disable speech, technical support arman, speech recognition windows10, voice recognition, speech to text generator, automatic speech recognition, speech services, speech",https://www.youtube.com/watch?v=jcw_B8eUQ0A
I Built a Personal Speech Recognition System for my AI Assistant,The AI Hacker,284961,8263,312,29-07-2020,992,16.53,"speech recognition, deep learning, machine learning, pytorch",https://www.youtube.com/watch?v=YereI6Gn3bM
How Voice Recognition Works,iluli by Mike Lamb,137949,1268,83,01-05-2021,300,5,"Science, animated, business, technology, technology and science, voice recognition, voice, recognition, how it works, google voice, how google voice works, siri, how siri works, how voice recognition works, Alexa, amazon echo, amazon Alexa, Technology, Animation, Explainer Video, Innovations, Scientific Breakthroughs, Tech Trends, Visual Learning, Future Tech, Tech Explained, Digital Learning, Science for Beginners, Learning Through Animation, Futuristic Technology, science",https://www.youtube.com/watch?v=2RRT1YuyBCo
SPEECH RECOGNITION-Artificial Intelligence-NLP-20A05502T-unit-4-Natural Language for Communication,D Sumathi,7375,86,3,04-01-2023,1142,19.03,"The Speech Recognition System, The issues in Speech recognition, The Noisy Channel Model, Acoustic models, ARPAbet, Phone model, Pronunciation Mode, l Language model, Building a speech recognizer, Accuracy of a System, n-gram model, onset, middle, end set, Segmentation, Coarticulation, Homophones, identifying a sequence of words, the quality of the signal, The vocabulary size, The task, ai, nlp, d sumathi, sumathi, ds",https://www.youtube.com/watch?v=FGeYswHAn5g
Voice Typing Tutorial! How to Type by Talking on Windows 11 using Voice Typing Feature,Tongbos_EN,69,0,0,02-03-2025,93,1.55,"how to type by talking on windows 11, windows 11 tutorial, tutorial windows 11, windows, voice typing, voice typing tutorial, tutorial",https://www.youtube.com/watch?v=TIWvVgWOHFU
MIT 6.S191: Automatic Speech Recognition,Alexander Amini,32056,512,16,02-05-2022,2504,41.73,"deep learning, mit, artificial intelligence, neural networks, machine learning, 6s191, 6.s191, mit deep learning, ava soleimany, soleimany, alexander amini, amini, lecture 2, tensorflow, computer vision, deep mind, openai, introduction, deeplearning, ai, tensorflow tutorial, what is deep learning, deep learning basics, rev, revai, rev.ai, speech, gpt-3, speech recognition, natual language processing, nlp, language, translation, transformer, attention is all you need, gpt",https://www.youtube.com/watch?v=sR6_bZ6VkAg
Artificial intelligence in healthcare: opportunities and challenges | Navid Toosi Saidy | TEDxQUT,TEDx Talks,194905,3145,97,18-11-2021,516,8.6,"AI, English, Health, Humanity, TEDxTalks, Technology",https://www.youtube.com/watch?v=uvqDTbusdUU
Artificial Intelligence In Healthcare | Examples Of AI In Healthcare | Edureka,edureka!,168222,2711,37,20-06-2019,1751,29.18,"yt:cc=on, ai in healthcare, what is ai, artificial intelligence, artificial intelligence in healthcare, ai in healthcare 2019, artificial intelligence in healthcare past present and future, clinical care, machine learning, deep learning, deep learning with python, artificial intelligence with python, artificial intelligence edureka, edureka",https://www.youtube.com/watch?v=j6EB9HO6acE
Stanford Med LIVE: The State of AI in Healthcare and Medicine,Stanford Medicine,38647,0,6,25-03-2024,3518,58.63,"medical school, medical research, biomedical research, patient care, medicine lectures, medical education, covid-19",https://www.youtube.com/watch?v=D7O3wn3TjNU
How AI can heal healthcare | Edmund Jackson | TEDxNashville,TEDx Talks,256065,19878,146,21-10-2024,762,12.7,"AI, English, Future, Health, Medicine, TEDxTalks, Technology, [TEDxEID:58286]",https://www.youtube.com/watch?v=7ZsyYCZB3Nw
A look at how artificial intelligence is shaping the health industry,TODAY,6110,76,6,13-01-2025,301,5.02,"Interview, NBC News, News, Today, Today Show, current events, newscast, politics",https://www.youtube.com/watch?v=-8lTI4RSTN4
AI in Health Care - Promises and Concerns of Artificial Intelligence and Health,UC Davis Health,90588,790,41,28-12-2023,2354,39.23,"UC Davis, UC Davis Health, UC Davis Medical Center, Academic Medicine, ai, a.i, artificial inteillgence, ai in health care, artificial intelligence and health care, implicit bias, regulation, regulating AI, regulating artificial intelligence, patient privacy, machine learning, generative AI, chatGPT, health equity, Dennis Chornenky, David lubarsky, VALID AI summit, future & health, healthcare",https://www.youtube.com/watch?v=SCJnwT-h7Aw
4 Ways Artificial Intelligence is Transforming Healthcare,Med School Insiders,322012,2993,121,24-06-2023,580,9.67,"Pre-med, Premed, Med Student, Medical School, Med School, Medical Student, ai in medicine, artificial intelligence, future of ai in medicine, chatgpt, chat gpt, convolutional neural network, kawasaki disease, mayo clinic, machine learning algorithm, methotrexate, georgia institute of technology, ovarian cancer institute, utilizing ai in medicine, predicting chronic diseases, machine learning models, ai furthering medicine, botmd, ai technology in medicine, revolutionize medicine",https://www.youtube.com/watch?v=TfkHrvct1hg
AI Transforms Health Care | Artificial Intelligence: The Future of Medicine & Health Care Is Here,Stanford Health Care,11424,246,0,17-09-2024,2301,38.35,,https://www.youtube.com/watch?v=wD1qn2i3Wb4
AI in Medicine: Faster ailment detection promises to revolutionize health labs,NTVUganda,361,3,1,03-03-2025,161,2.68,"Uganda, Kampala, NTV Uganda, News, Top News Headlines, Uganda news, #NTVNews",https://www.youtube.com/watch?v=bDOatWeRvqA
AI in Healthcare: The Next Frontier | Leonardo Castorina | TEDxUniversityofEdinburgh,TEDx Talks,30672,553,13,27-11-2023,875,14.58,"AI, Biotech, English, Ethics, Health, Machine Learning, Medical research, TEDxTalks, Technology, [TEDxEID:55240]",https://www.youtube.com/watch?v=3PbEgLw6lJ0
Introduction to Digital Signal Processing | DSP,Topperly,128488,1561,73,22-01-2021,602,10.03,"Lectures, DSP lectures by Topperly, Digital Signal Processing, Topperly DSP",https://www.youtube.com/watch?v=iCaDt9Esdv4
What is DSP? Why do you need it?,Parts Express,228051,1827,85,23-10-2017,140,2.33,"Parts Express, Dayton Audio, Electronics, DIY, Do-it-yourself, DSP, Digital signal processing, digital, signal, processing, better sound, equalizor, better music, audio tips, audio tricks, tips and tricks, audiophile, SPA1200DSP, SPA2400DSP, SPA250DSP, SPA500DSP",https://www.youtube.com/watch?v=a4C5vpiBm4Q
DSP#1 Introduction to Digital Signal Processing || EC Academy,EC Academy,675275,6214,266,22-09-2020,422,7.03,"Digital, Signal, Processing, Introduction, analog signal, digital signal processing, signal, last moment tuitions, dsp, dsp lectures by last moment tuitions, digital signal, digital signal processing for gate",https://www.youtube.com/watch?v=cIH5o7wYNzs
Digital Signal Processing Basics and Nyquist Sampling Theorem,Columbia Gorge Community College,191775,2208,26,24-02-2014,1212,20.2,,https://www.youtube.com/watch?v=WgJMjDh0nLU
"Lec 1 | MIT RES.6-008 Digital Signal Processing, 1975",MIT OpenCourseWare,261021,1994,125,06-12-2011,1062,17.7,"applications, digital processing",https://www.youtube.com/watch?v=rkvEM5Y3N60
"The Mathematics of Signal Processing | The z-transform, discrete signals, and more",Zach Star,445126,10909,354,24-10-2019,1787,29.78,"majorprep, major prep, digital mathematics, discrete mathematics, discrete signals, discrete signal analysis, the z transform, what is the z transform, applications of the z transform, signal analysis, fourier, fourier analysis, laplace transform, applied mathematics, signals, communications, digital signal processing, dsp",https://www.youtube.com/watch?v=hewTwm5P0Gg
Lecture 1 - Digital Signal Processing Introduction,nptelhrd,750277,2939,191,18-03-2010,1526,25.43,"Digital, Signal, Processing, Introduction",https://www.youtube.com/watch?v=6dFnpz_AEyA
DSP Must Study Topics| Digital Signal Processing Questions,Easy Electronics,6913,129,6,26-11-2022,660,11,,https://www.youtube.com/watch?v=hPmNAUdjN7Q
Master Diode Negative Clipper Circuit,CMTEQ Harware & Firmware ,43,1,1,03-03-2025,523,8.72,"Electronics, cmteq, Design Simulation, Power Electronics, Harware Software Interface, System Simulation, Logitech, Razer, Diode clipper circuit tutorial, positive clipper circuit, diode positive clipper, electronics clipper circuits, signal clipping with diodes, DIY clipper circuit, voltage clipping circuit, waveform shaping with diodes, electronics for beginners, diode circuit design, electronics diode circuits, diode negative clipper, negative clipper circuit, diode experiment",https://www.youtube.com/watch?v=eujZQPdfS2Q
